,city,country,continent,total_score,cost_of_life,remote_workers,internet,fun,nightlife,safety,lack_of_crime,walkability,racism,foreigners_friendly,freedom_of_speech,female_friendly,LGBTQ_friendly,english_speaking,latitude,longitude,near_beach,photo
430,Kennewick,United States,North America,3.18,3436,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,46.2087066,-119.119919,No,https://nomadlist.com/assets/img/places/kennewick-wa-united-states.jpg?1653005757
431,Mui Ne,Vietnam,Asia,3.19,800,260.0,Slow,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,10.9428763,108.2830253,Yes,https://nomadlist.com/assets/img/places/mui-ne-vietnam.jpg?1653007187
432,Bedford,United States,North America,3.17,3453,0.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,32.844017,-97.1430671,No,https://nomadlist.com/assets/img/places/bedford-oh-united-states.jpg?1653005987
433,Harlingen,United States,North America,3.28,2924,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,26.1908241,-97.6959794,No,https://nomadlist.com/assets/img/places/harlingen-tx-united-states.jpg?1653264281
434,Benin City,Nigeria,Africa,3.16,1287,0.0,Slow,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,6.3330586,5.6221058,No,https://nomadlist.com/assets/img/places/benin-city-nigeria.jpg?1642529533
435,Turku,Finland,Europe,3.19,3197,150.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,60.4517531,22.2670522,Yes,https://nomadlist.com/assets/img/places/turku-finland.jpg?1645401790
436,Northampton,United Kingdom,Europe,3.06,3346,117.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.23433665,-0.9028072768185829,No,https://nomadlist.com/assets/img/places/north-little-rock-ar-united-states.jpg?1654215168
437,Grand Forks,United States,North America,3.16,3375,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,47.9078244,-97.0592028,No,https://nomadlist.com/assets/img/places/grand-forks-nd-united-states.jpg?1653005775
438,Antananarivo,Madagascar,Africa,3.16,1010,167.0,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,-18.9100122,47.5255809,Yes,https://nomadlist.com/assets/img/places/antananarivo-madagascar.jpg?1655943204
439,Bloomington,United States,North America,3.29,3069,83.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.1670396,-86.5342881,No,https://nomadlist.com/assets/img/places/bloomington-in-united-states.jpg?1653005359
440,Vasai,India,Asia,3.06,1260,0.0,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,19.43988455,72.8803834000775,Yes,https://nomadlist.com/assets/img/places/vasai-india.jpg?1642810116
441,St Joseph,United States,North America,3.23,3043,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.7686055,-94.8466322,No,https://nomadlist.com/assets/img/places/st-joseph-mo-united-states.jpg?1653005641
442,Gili Air,Indonesia,Asia,3.11,1663,335.0,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,-8.35760475,116.0811527918432,Yes,https://nomadlist.com/assets/img/places/gili-air-indonesia.jpg?1653005864
443,Apple Valley,United States,North America,3.08,3242,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.7319094,-93.21772,No,https://nomadlist.com/assets/img/places/apple-valley-ca-united-states.jpg?1652918983
444,Fort Lauderdale,United States,North America,3.11,4893,429.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,26.1223084,-80.1433786,Yes,https://nomadlist.com/assets/img/places/fort-lauderdale-fl-united-states.jpg?1653006171
445,Philadelphia,United States,North America,3.2,4110,432.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.9527237,-75.1635262,Yes,https://nomadlist.com/assets/img/places/philadelphia-pa-united-states.jpg?1653006485
446,Udon Thani,Thailand,Asia,3.16,810,150.0,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,17.5211917,102.6680012,No,https://nomadlist.com/assets/img/places/udon-thani-thailand.jpg?1652919177
447,Reading Pa,United States,North America,3.18,3734,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.335345,-75.9279495,No,https://nomadlist.com/assets/img/places/reading-pa-united-states.jpg?1644797080
448,Torshavn,Denmark,Europe,3.15,3014,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,55.7121643,12.56315088910724,Yes,https://nomadlist.com/assets/img/places/torshavn-faroe-islands-denmark.jpg?1642982697
449,Dublin,Ireland,Europe,3.07,5094,1076.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,53.3497645,-6.2602732,No,https://nomadlist.com/assets/img/places/dublin-ireland.jpg?1651537303
450,Thane,India,Asia,3.21,850,17.0,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,19.1943294,72.9701779,No,https://nomadlist.com/assets/img/places/thane-india.jpg?1653006111
451,Springdale,United States,North America,3.24,2971,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.1867442,-94.1288142,No,https://nomadlist.com/assets/img/places/springdale-ar-united-states.jpg?1653005628
452,Moradabad,India,Asia,3.05,932,17.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,28.8638424,78.80577833091104,No,https://nomadlist.com/assets/img/places/moradabad-india.jpg?1653006977
453,Guwahati,India,Asia,3.26,1054,133.0,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,26.1805978,91.753943,No,https://nomadlist.com/assets/img/places/guwahati-india.jpg?1653005258
454,Chania,Greece,Europe,2.89,3382,402.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,35.5120831,24.0191544,Yes,https://nomadlist.com/assets/img/places/chania-crete-greece.jpg?1657067395
455,Jyvaskyla,Finland,Europe,3.17,3010,183.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,62.2393431,25.7458236,No,https://nomadlist.com/assets/img/places/jyvaskyla-finland.jpg?1652918811
456,Glasgow,United Kingdom,Europe,3.15,4340,421.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,55.8609825,-4.2488787,No,https://nomadlist.com/assets/img/places/glasgow-united-kingdom.jpg?1642464645
457,Marbella,Spain,Europe,3.25,3027,408.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,36.508976,-4.88562,Yes,https://nomadlist.com/assets/img/places/marbella-spain.jpg?1653005565
458,New Haven,United States,North America,3.2,3622,208.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,41.3082138,-72.9250518,No,https://nomadlist.com/assets/img/places/new-haven-ct-united-states.jpg?1653005705
459,Menorca,Spain,Europe,3.1,3143,266.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Good,39.94918695,4.052951556871617,Yes,https://nomadlist.com/assets/img/places/menorca-spain.jpg?1644884107
460,Hermosillo,Mexico,Latin America,2.94,1286,67.0,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,29.0948207,-110.9692202,No,https://nomadlist.com/assets/img/places/hermosillo-mexico.jpg?1653005559
461,Mar Del Plata,Argentina,Latin America,3.21,1411,133.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,-37.9977225,-57.5482703,Yes,https://nomadlist.com/assets/img/places/mar-del-plata-argentina.jpg?1642637260
462,Dortmund,Germany,Europe,3.1,3051,226.0,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,51.5142273,7.4652789,No,https://nomadlist.com/assets/img/places/dortmund-germany.jpg?1655856674
463,Gwangju,South Korea,Asia,3.19,1799,67.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,35.1594647,126.8515034,No,https://nomadlist.com/assets/img/places/gwangju-south-korea.jpg?1643156761
464,Agra,India,Asia,3.22,813,277.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,27.1752554,78.0098161,No,https://nomadlist.com/assets/img/places/agra-india.jpg?1642464596
465,Elkhart,United States,North America,3.1,3234,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,41.6819935,-85.9766671,No,https://nomadlist.com/assets/img/places/elkhart-in-united-states.jpg?1653005596
466,Rhodes,Greece,Europe,3.23,2570,198.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,36.17262995,27.91941814563319,Yes,https://nomadlist.com/assets/img/places/rhodes-greece.jpg?1642464901
467,Alexandria,Egypt,Middle East,3.08,1215,200.0,Slow,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,31.199004,29.894378,Yes,https://nomadlist.com/assets/img/places/alexandria-egypt.jpg?1653006075
468,Galle,Sri Lanka,Asia,3.4,1104,190.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,6.0328139,80.214955,Yes,https://nomadlist.com/assets/img/places/galle-sri-lanka.jpg?1653005207
469,Birmingham Al,United States,North America,3.23,2987,328.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,33.570499,-86.765783,No,https://nomadlist.com/assets/img/places/birmingham-al-united-states.jpg?1655943069
470,San Jose,United States,North America,3.11,4255,414.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.3361905,-121.890583,No,https://nomadlist.com/assets/img/places/san-jose-ca-united-states.jpg?1653006007
471,Dayton,United States,North America,3.05,3749,167.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,39.7589478,-84.1916069,No,https://nomadlist.com/assets/img/places/dayton-oh-united-states.jpg?1653006364
472,Huaian,China,Asia,3.14,1223,17.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,33.5524785,119.1075773,No,https://nomadlist.com/assets/img/places/huaian-china.jpg?1653007243
473,Waterloo,Canada,North America,3.13,3632,192.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.4652699,-80.5222961,No,https://nomadlist.com/assets/img/places/waterloo-canada.jpg?1653523767
474,Bareilly,India,Asia,3.06,789,50.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,28.4157769,79.45264865437258,No,https://nomadlist.com/assets/img/places/bareilly-india.jpg?1653782890
475,Durban,South Africa,Africa,3.26,1928,230.0,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,-29.861825,31.009909,Yes,https://nomadlist.com/assets/img/places/durban-south-africa.jpg?1653007184
476,Chifeng,China,Asia,3.16,1182,0.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,42.2799929,118.9426131,No,https://nomadlist.com/assets/img/places/chifeng-china.jpg?1642465168
477,Santa Cruz,Bolivia,Latin America,2.94,966,167.0,Slow,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,-17.333333,-61.5,No,https://nomadlist.com/assets/img/places/santa-cruz-bolivia.jpg?1642896391
478,Casablanca,Morocco,Africa,3.19,1657,339.0,Slow,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,33.5675527,-7.618756606822727,Yes,https://nomadlist.com/assets/img/places/casablanca-morocco.jpg?1657584572
479,Medford,United States,North America,3.18,3406,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.4184296,-71.1061639,No,https://nomadlist.com/assets/img/places/medford-or-united-states.jpg?1642723592
480,Campo Grande,Brazil,Latin America,3.14,1142,83.0,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,-20.4640173,-54.6162947,Yes,https://nomadlist.com/assets/img/places/campo-grande-brazil.jpg?1642529202
481,Mataram,Indonesia,Asia,3.08,904,133.0,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,-8.5837726,116.10685,Yes,https://nomadlist.com/assets/img/places/mataram-lombok-indonesia.jpg?1642464809
482,Bhubaneswar,India,Asia,3.14,1158,50.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,20.28105765,85.81140263163533,No,https://nomadlist.com/assets/img/places/bhubaneswar-india.jpg?1653005531
483,Mission,United States,North America,3.29,2890,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,26.2159066,-98.3252932,No,https://nomadlist.com/assets/img/places/mission-tx-united-states.jpg?1653005456
484,Suwon,South Korea,Asia,3.11,2306,33.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Good,37.2633325,127.0287472,No,https://nomadlist.com/assets/img/places/suwon-south-korea.jpg?1643157035
485,Luxor,Egypt,Middle East,3.08,752,212.0,Slow,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,25.702096,32.647186,Yes,https://nomadlist.com/assets/img/places/luxor-egypt.jpg?1643156843
486,Madison,United States,North America,3.38,3205,220.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,43.074761,-89.3837613,No,https://nomadlist.com/assets/img/places/madison-wi-united-states.jpg?1653005325
487,Logan,United States,North America,3.15,3447,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.1075089,-89.3768539,No,https://nomadlist.com/assets/img/places/logan-ut-united-states.jpg?1642724065
488,Norfolk,United States,North America,3.16,3506,164.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.8968052,-76.2602336,Yes,https://nomadlist.com/assets/img/places/norfolk-va-united-states.jpg?1653006113
489,Leiden,Netherlands,Europe,3.01,5106,217.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.1518157,4.48110886662043,Yes,https://nomadlist.com/assets/img/places/leiden-netherlands.jpg?1653005829
490,Auburn,United States,North America,3.21,3231,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,32.6405377,-85.4626848,No,https://nomadlist.com/assets/img/places/auburn-al-united-states.jpg?1653006068
491,Asheville,United States,North America,3.18,4284,287.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,35.6009498,-82.5540161,No,https://nomadlist.com/assets/img/places/asheville-nc-united-states.jpg?1642723764
492,Freetown,Sierra Leone,Africa,3.14,1751,144.0,Slow,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,8.479004,-13.26795,Yes,https://nomadlist.com/assets/img/places/freetown-sierra-leone.jpg?1653005876
493,Yakima,United States,North America,3.13,3355,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,46.601557,-120.510842,No,https://nomadlist.com/assets/img/places/yakima-wa-united-states.jpg?1653005877
494,Bursa,Turkey,Europe,3.09,836,108.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,40.1827657,29.0677305,No,https://nomadlist.com/assets/img/places/bursa-turkey.jpg?1642465415
495,Fairfield,United States,North America,3.14,3296,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.2493581,-122.039966,No,https://nomadlist.com/assets/img/places/fairfield-ca-united-states.jpg?1653006088
496,Itapema,Brazil,Latin America,3.12,1535,50.0,Slow,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,-27.0988126,-48.64454838500228,Yes,https://nomadlist.com/assets/img/places/itapema-brazil.jpg?1642464834
497,Oulu,Finland,Europe,3.26,2511,100.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,65.0118734,25.4716809,Yes,https://nomadlist.com/assets/img/places/oulu-finland.jpg?1653005472
498,Pristina,Kosovo,Europe,3.18,1728,212.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,42.6638771,21.1640849,No,https://nomadlist.com/assets/img/places/pristina-kosovo.jpg?1655344935
499,Aguascalientes,Mexico,Latin America,3.13,1493,100.0,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,22.0000001,-102.5000001,No,https://nomadlist.com/assets/img/places/aguascalientes-mexico.jpg?1644192699
500,Bowling Green,United States,North America,3.21,3256,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,36.9903199,-86.4436018,No,https://nomadlist.com/assets/img/places/bowling-green-ky-united-states.jpg?1652918831
501,Hohhot,China,Asia,3.15,1478,33.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,40.8337963,111.6730788,No,https://nomadlist.com/assets/img/places/hohhot-china.jpg?1642724679
502,Daegu,South Korea,Asia,3.15,1901,175.0,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,35.8713,128.6018,No,https://nomadlist.com/assets/img/places/daegu-south-korea.jpg?1642637725
503,Redding,United States,North America,3.15,3264,67.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.5863563,-122.391675,No,https://nomadlist.com/assets/img/places/redding-ca-united-states.jpg?1653006130
504,Oxford,United Kingdom,Europe,3.07,3952,264.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,51.7520131,-1.2578499,No,https://nomadlist.com/assets/img/places/oxford-united-kingdom.jpg?1653005896
505,Fort Smith,United States,North America,3.08,3137,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,35.3872218,-94.4248983,No,https://nomadlist.com/assets/img/places/fort-smith-ar-united-states.jpg?1654128546
506,Louisville,United States,North America,3.2,3330,228.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,38.2542376,-85.759407,No,https://nomadlist.com/assets/img/places/louisville-ky-united-states.jpg?1653005722
507,Jodhpur,India,Asia,2.94,1018,220.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,26.2967719,73.0351433,No,https://nomadlist.com/assets/img/places/jodhpur-india.jpg?1651450090
508,Melbourne Fl,United States,North America,3.16,3468,67.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,28.106471,-80.6371513,Yes,https://nomadlist.com/assets/img/places/melbourne-fl-united-states.jpg?1653005937
509,Ann Arbor,United States,North America,3.18,3719,219.0,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,42.2681569,-83.7312291,No,https://nomadlist.com/assets/img/places/ann-arbor-mi-united-states.jpg?1657067454
510,Zwolle,Netherlands,Europe,3.14,3281,150.0,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.5089759,6.0943765,No,https://nomadlist.com/assets/img/places/zwolle-netherlands.jpg?1653005860
511,Sao Luis,Brazil,Latin America,3.1,1082,183.0,Slow,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,-2.5295265,-44.2963942,Yes,https://nomadlist.com/assets/img/places/sao-luis-brazil.jpg?1642464645
512,Bethlehem,United States,North America,3.15,3531,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.6178915,-75.3786521,No,https://nomadlist.com/assets/img/places/bethlehem-pa-united-states.jpg?1652918944
513,Ocala,United States,North America,3.09,3392,17.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,29.1871986,-82.1400923,No,https://nomadlist.com/assets/img/places/ocala-fl-united-states.jpg?1653006125
514,Rochester Mn,United States,North America,3.18,3464,50.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,44.0234387,-92.4630182,No,https://nomadlist.com/assets/img/places/rochester-mn-united-states.jpg?1653005745
515,Greeley,United States,North America,3.18,3458,133.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.4233142,-104.7091322,No,https://nomadlist.com/assets/img/places/greeley-co-united-states.jpg?1653005768
516,Hubli,India,Asia,3.08,688,0.0,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,15.3518378,75.1379848,No,https://nomadlist.com/assets/img/places/hubli-india.jpg?1643156904
517,Turlock,United States,North America,3.06,3698,0.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,37.4946568,-120.8465941,No,https://nomadlist.com/assets/img/places/turlock-ca-united-states.jpg?1652919045
518,Almere,Netherlands,Europe,3.06,3336,175.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,52.3657098,5.2210432,No,https://nomadlist.com/assets/img/places/almere-netherlands.jpg?1642637446
519,Amritsar,India,Asia,3.18,884,150.0,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,31.6343083,74.8736788,No,https://nomadlist.com/assets/img/places/amritsar-india.jpg?1653005943
520,Fuzhou,China,Asia,3.19,1347,50.0,Slow,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,27.9511188,116.3530413,Yes,https://nomadlist.com/assets/img/places/fuzhou-china.jpg?1653006375
521,Florence,Italy,Europe,3.19,4028,648.0,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,43.7698712,11.2555757,No,https://nomadlist.com/assets/img/places/florence-italy.jpg?1653005944
522,Panama City,Panama,Latin America,3.14,2201,751.0,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,30.1600827,-85.6545729,Yes,https://nomadlist.com/assets/img/places/panama-city-panama.jpg?1657066171
523,Allentown,United States,North America,3.15,3529,33.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,40.6022059,-75.4712794,No,https://nomadlist.com/assets/img/places/allentown-pa-united-states.jpg?1653006097
